NÂ°,CODIGO INFRACCION,TIPO DE VIA,LUGAR DE INTERVENCION,EMPRESA DE TRANSPORTE,CLUSTER
597,U11,CALLE,LOS PINOS,SAN FERNANDO S.A,6
598,U11,CALLE,CONTRALMIRANTE MONTERO,TC CARGO S.A.C,6
600,R05,AVENIDA,AREQUIPA,C..J.M GLOBAL .S.A,10
601,R05,AVENIDA,AREQUIPA,C..J.M GLOBAL .S.A,10
602,U07,AVENIDA,LA PAZ,TRANSPORTE HEDE E.I.R.L,105
604,U04,PASAJE,SUCRE,TRANSPORTE 77 S.A,5
605,U04,AVENIDA,DEL EJERCITO,REYNOSO ORTIZ ROSA E.,50
606,U17,CALLE,CONTRALMIRANTE MONTERO,TRANSPORTE FABRICIO Y K.,6
607,U07,CALLE,LAS DALIAS,CORPORACION DE SERVICIOS I. S.A.C,155
608,U11,CALLE,HENRY REVERT,TRANSPORTES TURISTICOS SAKURA S.A,6
609,U11,CALLE,CONTRALMIRANTE MONTERO,LA CALERA S.A.C,6
610,U11,CALLE,CONTRALMIRANTE MONTERO,CHOICE EQUIP Y SERVICIOS,6
611,U17,CALLE,SAN FERNANDO,MIXERCON S.A,5
612,U04,CALLE,E. AGUIRRE,TRANSP.J&L SERV. CARGA NACIONAL.S.R.L,5
613,U11,CALLE,CONTRALMIRANTE MONTERO,CHOICE EQUIP Y SERVICIOS,6
614,U11,CALLE,CONTRALMIRANTE MONTERO,CHOICE EQUIP Y SERVICIOS,6
615,R15,AVENIDA,PETIT THOUARS,EMP.DE TAXIS Y SERV. MULT. JIRHE S.A.C,85
616,R15,AVENIDA,PETIT THOUARS,INV.Y NEG.TAXI TOURS,85
618,U07,AVENIDA,PETIT THOUARS,SERVICE TRANSPORTE CHARLY E.I.R.L,49
619,U07,AVENIDA,PETIT THOUARS,DISTRIBUIDORA PACI,4
621,R15,AVENIDA,JOSE LARCO,E. TAXIS Y SERV. J,160
622,N58,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
623,N58,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
624,U07,CALLE,7 DE JUNIO,INDUSTRIA DEL MUZBLE,155
625,R05,CALLE,GENERAL SUAREZ,VELIZ GONZALES DE TOVAR M A.,5
626,R12,AVENIDA,PETIT THOUARS,E.T MOLITOURS E.I.R.L,100
627,N58,AVENIDA,ALFREDO BENAVIDES,CUARENTA INTEGRADA,59
628,N58,AVENIDA,ALFREDO BENAVIDES,ESPECIAL SOLIDARIDAD,0
629,U07,CALLE,7 DE JUNIO,RIVCAL S.A.C,155
640,U11,CALLE,CONTRALMIRANTE MONTERO,CORPOR.TRANS.CARLEY,6
641,U11,CALLLE,HENRY REVETT,TRANSPORTE TURISTICO SEKURA,6
642,U04,CALLE,GRIMALDO DEL SOLAR,RANSA COMERCIAL S.A,5
643,N56,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
644,U07,CALLE,GENERAL SUAREZ,TRANSE CARGA DEL PERU S.A.C,155
645,U07,CALLE,BERLIN,SNACKS AMERICA LATINA S.R.L,155
647,U11,CALLE,JUAN DE LA FUENTE,DISTRIBUIDORA PACI,6
648,U09,CALLE,CONTRALMIRANTE MONTERO,INV KGW E.I.R.L,6
649,U11,CALLE,TARATA,DISTRIBUCIONES ROBASA,5
650,N56,AVENIDA,BENAVIDES,HOLDING REAL EXPRESS,59
651,U11,CALLE,LOS PINOS,DISTRIBUIDORA PACI,6
653,R18,AVENIDA,ALFREDO BENAVIDES,EMP.DE TRANSPORTE DE TAXI YM. S. SAS,72
654,U11,CALLE,CONTRALMIRANTE MONTERO,O.S LOGISTICS PERU S.A.C,6
655,R12,AVENIDA,BENAVIDES,EMP TRANSPORTE J&J TOURS,8
657,N56,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
659,R05,AVENIDA,AREQUIPA,"SEGOVIA  SIERRA, WALTER",10
661,U07,CALLE,GENERAL SUAREZ,DISTRIBUIDORA PACI S.R.L,155
662,U11,CALLE,HENRY REVETT,DEXTRE TRUJILLO PEDRO,6
663,U04,CALLE,JUAN FANNING,DISTRIBUIDORA PACI S.R.L,5
665,U11,CALLE,PIURA,DISTRIBUIDORA PARI S.R.L,6
666,U04,AVENIDA,RICARDO PALMA,TRANSPORTES 77 S.A,27
668,U04,CALLE,BELLAVISTA,TRANSPORTES R.K.M,66
669,U11,AVENIDA,PASEO DE LA REPUBLICA,DISTRIBUIDORA PACI S.R.L,11
671,U07,AVENIDA,LA MAR,CONSORCIO MANAGERIAL,105
672,U11,CALLE,2 DE MAYO,CACERES MELO FRANK PERCY,6
674,R05,AVENIDA,AREQUIPA,LOS LIDERES DEL TRANSPORTE,10
676,N56,AVENIDA,PETIT THOUARS,LUIS BANCHERO ROSSI,49
680,U07,AVENIDA,PASEO DE LA REPUBLICA,ANTONIO SOLIS ZACAMAS,121
682,U04,CALLE,JUAN FANNING,DISTRIBUCIONES ROBASA,5
686,U04,CALLE,FRANCISCO DE PAULA UGARRIZA,TRANSPORTES MAJARO S.A.C.,5
687,U11,CALLE,GNRAL. SUAREZ,SAGASTEGUI PADILLA MARINO O.,6
688,U11,CALLE,IGNACIO DE LA PUENTE,TOMAS PEREZ DE VALENCIA ELBA,6
689,R05,AVENIDA,PASEO DE LA REPUBLICA,E.T. E INVERSIONES PARA TURISMO E.I.R.L.,11
690,U04,PASAJE,TELLO,TRANSPORTES 77S.A,5
701,U04,CALLE,BERLIN,DISTRIBUCIONES ROBASA,5
703,U07,AVENIDA,PETIT THOUARS,TRANINSA PACK S.A.C.,49
705,U11,CALLE,RAMON ZAVALA,TRANSP. CENTENO LAREO,6
706,U07,OVALO,GUTIERREZ,EMPR. DE TRANSP. R.B. CAR,4
707,R15,AVENIDA,ALFREDO BENAVIDES,COZ VARGAS GULBEHER,40
708,R05,AVENIDA,PASEO DE LA REPUBLICA,CJM GLOBAL S.A.,11
709,R05,AVENIDA,AREQUIPA,SUAREZ CAVINO ALFREDO,10
711,U07,MALECON,DE LA MARINA,TRASN. SANTOS CORPORATION,4
712,U04,AVENIDA,PASEO DE LA REPUBLICA,TRASNPORTES 77 S.A.,11
713,U11,CALLE,PORTA,DISTRIBUCIONES ROBASA,5
721,R05,CALLE,GNRAL. SUAREZ,GALLEGOS URDANIVIA HNOS.,5
722,N56,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
723,N56,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
724,U11,CALLE,GNRAL. MENDIBURU,TINCOPA MENDOZA EFRAIN,6
725,U11,CALLE,GNRAL. MENDIBURU,DISTRIBUIDORA PACI S.R.L.,6
727,N58,AVENIDA,ALFREDO BENAVIDES,AQUARIUS EXPRESS,59
728,N41,AVENIDA,ALFREDO BENAVIDES,AQUARIUS EXPRESS,59
729,U11,CALLE,ARICA,E.T. EN GENERAL ANDERLING E.I.R.L.,6
731,U17,AVENIDA,COMANDANTE ESPINAR,RAMSA COMERCIAL,83
734,U04,CALLE,JOSE OLAYA,CACERES VILCHEZ ROBERT P.,5
741,N43,AVENIDA,RICARDO PALMA,TRANSVESA,154
743,U04,CALLE,PORTA,DISTRIBUIDORA ROBASA,5
744,U11,CALLE,FRANCIA,ARCE AGUADO JUAN,6
747,U04,CALLE,PORTA,DURAND PALOMINO E.,5
757,N56,CALLE,SCHELL,HOLDING ESPRESS,35
758,U04,CALLE,BOLOGNESI,JGM MULTI SERVICE GAMARRA,5
759,U07,AVENIDA,JOSE PARDO,CAT. EXPRESS S.A.C.,105
761,N56,CALLE,SCHELL,ESPECIAL SOLIDARIDAD,35
762,R15,CALLE,LOS PINOS,BRICEÃ‘O YAURI LIZ L.,5
763,U07,CALLE,ARICA,ROSALU TRANSPORT S.A.C.,155
764,U11,CALLE,BELLAVISTA,COMERCIALIZADORA CANAN,135
765,R12,AVENIDA,ANGAMOS ESTE,E.T. 20 DE SETIEMBRE CALLAO,100
769,N56,AVENIDA,PETIT THOUARS,HOLREX,49
770,U10,AVENIDA,COMANDANTE ESPINAR,SERVICIOS LOGISTICOS PANIAGUA S.A.,83
771,U11,CALLE,ALFREDO LEON,RIVCAL,6
772,U11,CALLE,ALFREDO LEON,RIVCAL,6
777,U11,AVENIDA,PETIT THOUARS,T.S. IMPRESIONES S.A.C.,49
778,U11,CALLE,CONTRALMIRANTE MONTERO,RENTING S.A.C,6
779,U11,PASAJE,LOS PINOS,MONARK PERU S.A.,6
782,U11,CALLE,TORIBIO POLO,DISTRIBUIDORA PACI S.R.L.,6
783,U11,AVENIDA,TOMAS MARSANO,TRANSPORTES 77 S.A,49
784,U11,CALLE,ALCANFORES,COMERCIALIZADORA CANAN,135
786,N14,AVENIDA,RICARDO PALMA,SALAMANCA EXPRESS,83
787,N14,AVENIDA,RICARDO PALMA,SALAMANCA EXPRESS,83
788,N56,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
790,N56,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
791,N58,AVENIDA,ALFREDO BENAVIDES,URANO TOURS,59
792,U04,AVENIDA,PASEO DE LA REPUBLICA,DISTRIBUIDORA PACI S.R.L.,11
793,U11,CALLE,ELIAS AGUIRRE,DISTRIBUIDORA PACI S.R.L.,6
794,N56,AVENIDA,PETIT THPUARS,E.T. GALILEA EXPRESS,59
798,U04,AVENIDA,RICARDO PALMA,TRANSPORTES 77 S.A.,27
800,N56,AVENIDA,ALFREDO BENAVIDES,ESPCIAL SOLIDARIDAD,59
801,U04,CALLE,PIURA,DISTRIBUIDORA PACI,5
802,U04,CALLE,LIBERTAD,DISTRUIDORA ROBASA S.A.C.,5
803,U04,CALLE,BELLAVISTA,TRANSPORTES RKM S.A.C.,66
804,U11,AVENIDA,ALFREDO BENAVIDES,TRANSPORTES 77 S.A.,26
806,N56,CALLE,GENERAL VARELA,E.T. ANGAMOS,35
808,U11,AVENIDA,ERNESTO DIEZ CANSECO,COMERCIALIZADORA CAMAN S.A.C.,49
809,U04,CALLE,BERLIN,DISTRIBUIDORA ROBASA S.A.C.,5
810,U11,CALLE,JOSE GONZALES,RANSA COMERCIAL S.A.,6
811,U17,CALLE,CONTRALMIRANTE MONTERO,NEG. Y SERV. GRLS. VILLAMIL,6
812,U04,CALLE,DOS DE MAYO,SOLUCIONES LOGISTICAS INTERNACIONALES,5
820,U11,AVENIDA,PETIT THOUARS,DISTRIBUIDORA PACI,49
822,U11,CALLE,DOS DE MAYO,COMERCIALIZADORA CANAU,6
823,U11,AVENIDA,ANGAMOS OESTE,UNION DE CONCRETERAS S.A.,49
824,U07,CALLE,MARIA PARADO DE BELLIDO,REYES CONTRERAS TEODORA,155
825,N14,CALLE,GENERAL CORDOVA,E.T. ANGAMOS,5
827,N56,CALLE,CHICLAYO,E.T. GRUPLAN S.A.,15
829,U07,AVENIDA,JORGE CHAVEZ,MINEROS Y CONSTRUCTORES DEL SUR,105
830,U07,CALLE,CONTRALMIRANTE MONTERO,TRANSPORTES MERSOL S.A.C.,6
831,U17,CALLE,CONTRALMIRANTE MONTERO,RAMIREZ IPARRAGUIRRE ABEL,6
832,N56,AVENIDA,GENERAL CORDOVA,E.T.M.I.M.S.A.,59
836,N14,CALLE,GENERAL VARELA,E.T. NUEVO HORIZONTE,5
837,N56,AVENIDA,JOSE PARDO,HOLREX,44
840,N58,AVENIDA,ALFREDO BENAVIDES,HOLREX,36
844,U11,CALLE,GENERAL IGLESIAS,N.T.C. SERVICIOS GENERALES S.A.C.,6
845,U04,AVENIDA,ENRIQUE DIEZ CANSECO,DISTRIBUIDORA PACI S.R.L.,50
846,U11,AVENIDA,ALFREDO BENAVIDES,CCAHUANA FERIL ISAIAS,26
847,U04,CALLE,BERLIN,DISTRIBUIDORA ROBASA S.A.C.,5
848,U04,AVENIDA,PETIT THOUARS,TRANSPORTE 77 S.A.,49
849,R05,AVENIDA,PASEO DE LA REPUBLICA,HUANCA VALENCIA DENIS TITO,11
850,N56,AVENIDA,JOSE PARDO,HOLDING REAL EXPRESS,59
851,R13,AVENIDA,PETIT THOUARS,RIVERA LOAYZA DINA LUZ,49
852,U11,AVENIDA,PETIT THOUARS,TRANSAT S.A.C.,49
853,U04,CALLE,SAN MARTIN,DURAN PALOMINO ELIZABETH,5
854,U11,CALLE,CONTRALMIRANTE MONTERO,DISTRIBUCIONES ROBASA,6
855,N58,AVENIDA,REPUBLICA DE PANAMA,E.T.S.M. SUR LIMA S.A.,8
856,U11,CALLE,PIURA,DISTRIBUIDORA PACI,6
857,U11,CALLE,JUAN FANNING,DISTRIBUIDORA PACI,6
858,U11,CALLE,CONTRALMIRANTE MONTERO,TRANSPORTES HECARO,6
859,U11,AVENIDA,GENERAL CORDOVA,DISTRIBUIDORA PACI,6
860,R15,AVENIDA,OSCAR R. BENAVIDES,E.T. SANTISIMA VIRGEN DE COPACABANA,85
868,R15,AVENIDA,JOSE LARCO,NUÃ‘EZ CORTEZ NOEL,160
869,R15,AVENIDA,OSCAR R. BENAVIDES,E.T. SERVICIOS MULTIPLES JIRHE,85
870,R15,CALLE,MANUEL BONILLA,SAN JUAN DE MASIAS S.A.C.,5
878,R12,CALLE,SCHELL,MOLITOURS,14
882,R15,AVENIDA,JOSE LARCO,CORP. HAPPY TOURS,160
885,N56,AVENIDA,JOSE LARCO,HOLDING REAL EXPRESS,59
889,R12,CALLE,SCHELL,E.T. 20 DE SETIEMBRE,14
900,R12,AVENIDA,OSCAR R. BENAVIDES,CORPORACION METRO MOVIL,100
908,N40,CALLE,SCHELL,E.T. UNIDOS CHARA,15
910,N14,AVENIDA,AREQUIPA,E.T. SANTISIMA VIRGEN DE COPACABANA,10
920,R15,AVENIDA,OSCAR R. BENAVIDES,SANTISIMA VIRGEN DE COPACABANA,85
921,R15,AVENIDA,OSCAR R. BENAVIDES,G.T. SEBASLERS,85
925,R12,AVENIDA,JOSE LARCO,E.T. CALLAO TAXI TOURS,100
928,N56,CALLE,SCHELL,ESPECIAL SOLIDARIDAD,35
929,U04,AVENIDA,RICARDO PALMA,RACIONALIZACION EMPRESARIAL,27
933,U04,CALLE,GENERAL RECAVARREN,RANSA COMERCIAL S.A.,5
934,U07,CALLE,ALCANFORES,DISTRIBUCIONES ROBASA,155
935,N56,CALLE,SCHELL,HOLDING REAL EXPRESS,35
936,U07,CALLE,BELLAVISTA,DISTRIBUIDORA PACI,4
937,U04,CALLE,MANCO CAPAC,DISTRIBUCIONES ROBASA S.A.C.,5
939,U11,CALLE,PIURA,DISTRIBUIDORA PACI S.R.L.,6
940,U11,CALLE,CONTRALMIRANTE MONTERO,RANSA COMERCIAL S.A.,6
942,U11,CALLE,FRIAS AGUIRRE,DISTRIBUIDORA PACI S.R.L,6
945,R05,AVENIDA,AREQUIPA,E.T. SVICO LATINO S.A.C.,10
951,U07,CALLE,DOS DE MAYO,PEREZ OBISPO REYNA,35
955,U07,CALLE,8 DE OCTUBRE,RGB MOVIMIENTO DE TIERRA E.I.R.L.,155
956,R05,AVENIDA,AREQUIPA,ANV. NGG. METRO TOURS,10
961,N56,AVENIDA,ALFREDO BENAVIDES,VIRGEN DE COPACABANA,59
963,U11,CALLE,ARICA,DISTRIBUIDORA ECOLOGICA,6
965,N56,AVENIDA,ALFREDO BENAVIDES,HOLDING REAL EXPRESS,59
967,U07,PASAJE,LOS PINOS,R Y S CARGA S.A.C,4
968,U04,AVENIDA,JORGE CHAVEZ,DISTRIBUIDORA PACI S.R.L.,50
969,U04,CALLE,JOSE GONZALES,DISTRIBUCIONES ROBASA,5
970,U04,CALLE,JUAN FANNING,DISTRIBUIDORA PACI S.R.L.,5
975,U11,CALLE,GONZALES PRADA,DISTRIBUIDORA ZALJ,6
978,R05,AVENIDA,AREQUIPA,LORENZO ROQUE RUBEN PEDRO,10
979,N56,CALLE,CORONEL INCLAN,E.T ANGAMOS,35
981,N26,AVENIDA,ROOSEVELT,ETVIMSA,82
982,U11,AVENIDA,PASEO DE LA REPUBLICA,TRANSPORTES 77 S.A,49
983,R12,AVENIDA,RICARDO PALMA,TAXI SEGURO S.A.,100
984,R05,AVENIDA,AREQUIPA,BALDEIGLESIAS RAMIREZ ADNES CONSINO,10
988,R12,AVENIDA,ALFREDO BENAVIDES,E.T. 20 DE SETIEMBRE,52
989,U04,CALLE,ALCANFORES,DISTRIBUCIONES ROBASA,5
996,R15,AVENIDA,AREQUIPA,GALLARDO BERMUDEZ ENRIQUE V.,10
1000,U11,CALLE,BERLIN,DISTRIBUCIONES ROBASA,155
1001,U07,AVENIDA,PASEO DE LA REP.,DISTRIBUCIONES ROBASA,113
1003,R05,AVENIDA,PASEO DE LA REP.,CERRON HILARIO GUILLERMO L.,10
1006,N26,AVENIDA,O.R. BENAVIDES,TRANSLIMA,82
1009,U04,CALLE,BERLIN,DISTRIBUCIONES ROBASA,5
1012,U11,CALLE,CONTRALMIRANTE MONTERO,TRANSPORTES HECARO,6
1015,U11,CALLE,CONTRALMIRANTE MONTERO,TRANSPORTES MERSOL SAC.,6
1017,U04,PSJE.,TELLO,TRANSPORTES 77 SA.,66
1018,U11,CALLE,CONTRALMIRANTE MONTERO,PANIFICADORA BIMBO,6
1019,U04,AVENIDA,DIEZ CANSECO,DISTRIBUIDORA PACI SRL.,50
1020,U04,AVENIDA,DIEZ CANSECO,DISTRIBUIDORA PACI SRL.,50
1021,U04,CALLE,JUAN FANNING,DISTRIBUIDORA PACI SRL.,5
1022,U04,AVENIDA,PETIT THOUARS,DISTRIBUIDORA PACI,49
1024,U11,AVENIDA,DIEZ CANSECO,TRANSPORTES J & L,49
1025,N40,CALLE,CHICLAYO,CILAP,15
1028,U07,CALLE,GENERAL BORGOÃ‘O,COORPORACION F & J,155
1032,R05,AVENIDA,PASEO DE LA REP.,ALARCON HUAMANI MIGUEL A.,10
1034,U07,CALLE,GENERAL BORGOÃ‘O,TRANSPORTES 77,113
1035,U10,CALLE,JOSE GALVEZ,DISTRIBUIDORA CANAN,5
1036,U11,CALLE,BERLIN,TRANSPORTES BLANCO NARA EIRL.,6
1037,U11,CALLE,PORTA,EMBOTELLADORA DON JORGE SAC.,6
1042,N56,AVENIDA,PETIT THOUARS,RAMIRO PRIALE,49
1043,N56,AVENIDA,PETIT THOUARS,RAMIRO PRIALE,49
1045,U11,CALLE,CONTRALMIRANTE MONTERO,SAN FERNANDO SA.,6
1049,U11,CALLE,CONTRALMIRANTE MONTERO,AGROPECUARIA EL CORRAL,6
1050,U04,AVENIDA,PETIT THOUARS,S.E.I. MALVINA SAC.,49
1051,U04,CALLE,PORTA,TRANSPORTES,5
1053,U07,CALLE,CONTRALMIRANTE MONTERO,PONEDORAS PACHACAMAC,6
1054,U11,CALLE,SANTANDER,DEMOPOSS EIRL.,6
1056,U11,CALLE,BERLIN,DISTRIBUCIONES ROBASA,155
1059,N14,CALLE,PIURA,ET. SESOSA,5
1062,N56,CALLE,GENERAL VARELA,ETSIRSA,35
1063,N56,CALLE,DOS DE MAYO,ALELUYA SA.,35
1064,N14,CALLE,PIURA,ETRANCISA,67
1066,N43,CALLE,08 DE OCTUBRE,ET. NUEVO HORIZONTE,5
1067,N14,AVENIDA,COMANDATE ESPINAR,ET. ANGAMOS,83
1068,N14,CALLE,GENERAL VARELA,ETSIRSA,5
1069,R05,CALLE,GENERAL IGLESIAS,LOS LIDERES DEL TRANSPORTE,11
1070,N56,CALLE,DOS DE MAYO,AQUARUIS SAC,35
1075,U11,AVENIDA,DIEZ CANSECO,DISTRIBUIDORA PACI SRL,49
1076,U04,CALLE,PORTA,TRANSPORTES 77 SA.,66
1083,N40,CALLE,CHICLAYO,ET. EDILBERTO RAMOS SAC.,15
1084,N40,CALLE,CORONEL INCLAN,ATCR SA.,15
1089,N56,CALLE,DOS DE MAYO,ET. GALILEA EXPRES,35
1090,N40,CALLE,CHICLAYO,ATCR,15
1094,U11,CALLE,ENRIQUE PALACIOS,DISTRIBUIDORA PACI,6
1095,U11,CALLE,JOSE GONZALES,REYES CONTRERAS TEODORA,6
1096,N45,CALLE,DOS DE MAYO,HOLDING REAL EXPRESS,35
1097,N56,CALLE,CHICLAYO,ET. FOCAMSA,15
1102,N56,CALLE,GENERAL VARELA,ET. ANGAMOS,35
1103,N56,CALLE,DOS DE MAYO,ET. RAMIRO PRIALE,35
1104,N40,CALLE,GENERAL CORDOVA,ETUSA,15
1105,R15,AVENIDA,JOSE PARDO,VASQUEZ SIMON SAUL,85
1106,R15,AVENIDA,JOSE PARDO,VASQUEZ SIMON SAUL,85
1107,N14,CALLE,GENERAL VARELA,ETFOCAMSA,5
1110,N56,AVENIDA,BENAVIDES,HOLDING EXPRESS,8
1111,N14,CALLE,GENERAL VARELA,ETFOCAMSA,5
1112,R05,CALLE,GENERAL SUAREZ,PUMACAYO RIVADENEYRA,5
1115,U11,CALLE,FRANCIA,RAMSA COMERCIAL,6
1118,U11,CALLE,CANTUARIAS,TRANSPORTES J & L,6
1119,R12,CALLE,INCLAN,ET. MOLITOURS SRL.,5
1120,U17,PROLONG.,ARENALES,DEMOPOS EIRL.,19
1123,R05,AVENIDA,AREQUIPA,ET. TOURS SVICO,10
1124,R05,AVENIDA,AREQUIPA,ET. TOURS SVICO,10
1126,U07,AVENIDA,COMANDANTE ESPINAR,LA CALERA SAC.,83
1129,N14,CALLE,GENERAL VARELA,RAPIDO UNIVERSAL SAC,5
1130,U04,CALLE,HIPOLITO UNANUE,HOFERSA SRL.,5
1134,N14,CALLE,GENERAL VARELA,SESOSA,5
1135,N14,AVENIDA,GENERAL VARELA,ET. ANGAMOS,83
1136,U11,AVENIDA,DIEZ CANSECO,DISTRIBUIDORA PACI SRL,49
1138,N43,CALLE,DOS DE MAYO,HOLDING EXPRESS,35
1139,N14,AVENIDA,JOSE PARDO,RAMIRO PRIALE,83
1143,R05,AVENIDA,AREQUIPA,C.J.M. GLOBAL SA.,10
1150,R05,AVENIDA,AREQUIPA,INV. Y NEG. TAXI TOURS SAC.,10
1152,U11,AVENIDA,ROOSEVELT,GONZALES RAMIREZ CARLOS,49
1153,N56,AVENIDA,JOSE PARDO,HOLDING EXPRESS,8
1154,N56,AVENIDA,BENAVIDES,HOLREX,8
1155,N40,CALLE,GENERAL VARELA,ATCR SA.,15
1157,N40,AVENIDA,JOSE PARDO,ET. SAN ANTONIO SA.,105
1159,N43,CALLE,DOS DE MAYO,HOLDING EXPRESS,35
1163,U11,CALLE,08 DE OCTUBRE,JK LIMAYLLA CONTRATISTAS,6
1164,N56,AVENIDA,BENAVIDES,HOLDING REAL EXPRESS,59
1165,R12,AVENIDA,BENAVIDES,ET. PEPITO CORAZON SA.,8
1167,U11,CALLE,JOSE TORIBIO POLO,DISTRIBUIDORA PACI SRL,6
1168,U11,CALLE,JUAN FANNING,DISTRIBUIDORA PACI SRL,6
1169,N56,AVENIDA,BENAVIDES,HOLDING EXPRESS,8
1172,N40,CALLE,CHICLAYO,ATCR,15
1173,R12,AVENIDA,PETIT THOUARS,ET. MOLI TOURS EIRL.,100
1175,N56,AVENIDA,PETIT THOUARS,ET. 25 DE SETIEMBRE SAC.,49
1176,N56,CALLE,GENERAL VARELA,ETMIMSA,35
1177,N56,CALLE,GENERAL VARELA,ET. SANTO CRISTO SA.,35
1178,U11,CALLE,INDEPENDENCIA,INV. PROTECHO SAC.,6
1179,N56,AVENIDA,JOSE PARDO,HOLDING REAL EXPRESS,59
1181,N56,CALLE,GENERAL VARELA,ETMIMSA,35
1182,N41,CALLE,DOS DE MAYO,ET. SAMIGSA,35
1183,N43,AVENIDA,BENAVIDES,ETRASCSA,8
1190,R05,AVENIDA,AREQUIPA,RODRIGUEZ CORREA M.,10
1194,U07,CALLE,CHOQUEHUANCA,YARINGAÃ‘O ROSALES L.,155
1196,R05,AVENIDA,AREQUIPA,ET. SERV. MULT. MOBY DICK,10
1197,U11,CALLE,SAN MARTIN,COMERCIALIZADORA CANAN,135
1206,N40,CALLE,GENERAL VARELA,ATCR SA.,15
1212,U11,AVENIDA,ERNESTO DIEZ CANSECO,DISTRIBUIDORA PACI SRL,49
1216,N56,AVENIDA,CMDTE. ESPINAR,GRUPLAN SA. 524,59
1217,N56,CALLE,GENERAL VARELA,ETFOCAM SA.,35
1218,U07,AVENIDA,ROOSEVELT,COMPAÃ‘ÃA CENTENARIO,105
1219,U04,AVENIDA,PASEO DE LA REP.,TRANSPORTES RKM SAC.,5
1220,N56,AVENIDA,ANGAMOS OESTE,ETERSAC,59
1221,N56,CALLE,GENERAL VARELA,ET FOCAMSA,35
1222,U07,AVENIDA,LA PAZ,TRANSP. J. L. SERV. CARGA,105
1223,U04,CALLE,ENRIQUE PALACIOS,BALVIN PIO VICTORIA P.,5
1224,R15,AVENIDA,MALECON DE LA RESERVA,INVER. Y NEG. SVICO STAR,85
1228,R05,AVENIDA,AREQUIPA,ET. MULT. INVERSIONES N. L.,10
1229,U11,AVENIDA,JOSE PARDO,NUÃ‘EZ DE YATACO ANA M.,49
1235,R05,AVENIDA,PASEO DE LA REP.,VIRGEN SANTISIMA DE COPACABANA,10
1237,N56,AVENIDA,BENAVIDES,ETRANCISA,8
1238,U04,CALLE,SCHELL,TRANSPORTES RKM SAC.,5
1239,U07,CALLE,DOS DE MAYO,TRANSPORTES CORPORATIVOS,35
1242,R05,AVENIDA,PETIT THOUARS,E.T. DE TAXIS JUNIORS,92
1243,R12,AVENIDA,BENAVIDES,ET. SANTISIMA VIRGEN COPACABANA,8
1244,N56,CALLE,GENERAL VARELA,ET. ANGAMOS SA.,35
1245,N56,AVENIDA,BENAVIDES,HOLDIN EXPRESS,8
1246,N56,CALLE,GENERAL VARELA,ET. GRUPLAN SA.,35
1247,N56,CALLE,GENERAL VARELA,ET. ANGAMOS,35
1248,N40,CALLE,CHICLAYO,ET. UNIDOS DOCE DE NOVIEMBRE,15
1250,R15,AVENIDA,O.R. BENAVIDES,PURIZACA RUMICHE JAVIER,82
1251,N40,CALLE,GENERAL VARELA,UNIDOS DOCE DE NOVIEMBRE,15
1252,U11,CALLE,JOSE GALVEZ,RANSA COMERCIAL S.A.,6
1253,N14,CALLE,GENERAL VARELA,ETMIMSA,35
1257,N56,AVENIDA,PETIT THOUARS,ET. LUIS BANCHERO ROSSY,49
1259,R15,AVENIDA,AREQUIPA,ET.  MULT. SVICO,10
1261,R15,AVENIDA,AREQUIPA,AYALA POSADAS O.,10
1270,R05,AVENIDA,AREQUIPA,ET. SERVICIOS PARIONA SA.,10
1273,N56,AVENIDA,DIEZ CANSECO,EMTESSA,50
1275,U04,CALLE,SAN MARTIN,DURAND PALOMINO E.,5
1281,U04,AVENIDA,OVALO GUTIERREZ,RAMSA COMERCIAL,50
1283,U11,AVENIDA,LA MAR,INVERSIONES MOY SAC,49
1284,U11,AVENIDA,DIEZ CANSECO,DISTRIBUIDORA PACI SRL.,50
1289,U04,CALLE,ITALIA,DISTRIBUCIONES ROBASA  SA.,5
1290,N26,AVENIDA,COMANDANTE ESPINAR,HOLDING REAL EXPRESS,59
1291,U04,AVENIDA,PASEO DE LA REP.,TRANSPORTES 77,113
1292,U11,AVENIDA,PASEO DE LA REP.,IZAGUIRRE FABIAN FELIX,96
1295,N14,CALLE,GENERAL VARELA,ET. GRUPLAN SA. 524,5
1296,U11,CALLE,BERLIN,TELLO MACAZANA CELSO,6
1297,U07,CALLE,SCIPION LLONA,DISTRIBUIDORA PACI,4
1298,U07,CALLE,CORONEL INCLAN,TRANSPORTES BRX SAC,155
1315,U04,CALLE,ENRIQUE PALACIOS,TRANSPORTES 77 SA.,66
1316,U04,CALLE,MANUEL BONILLA,TRANSPORTES JYL SERV. DE CARGA,5
1317,U11,CALLE,ARICA,TRANSAT SAC,6
